"","label"
"SYN3",NA
"QRSL1",NA
"GPAT2",NA
"GDAP1",NA
"PELI2",NA
"DEUP1",NA
"SLC23A1",NA
"MARCO",NA
"F13B",NA
"CDAN1",NA
"PROB1",NA
"DCTN4",NA
"DYRK2",NA
"FUCA2",NA
"C3orf20",NA
"ZNF160",NA
"SLC25A44",NA
"PRPS2",NA
"PPIL4",NA
"NOLC1",NA
"RGS7",NA
"WNT2",NA
"TARDBP",NA
"GGT7",NA
"PPM1G",NA
"KLHDC8A",NA
"AATF",0
"MAP1B",NA
"DDX19A",NA
"OTP",NA
"MCOLN2",NA
"FBXO40",NA
"MYOM3",NA
"SATL1",NA
"GEM",NA
"HERC3",NA
"TFRC",NA
"SNX4",NA
"NKX2-5",NA
"GMCL1",NA
"ANKK1",NA
"LIMCH1",NA
"RAB35",NA
"JADE3",NA
"TF",NA
"PRF1",NA
"NEURL1",NA
"FUT2",NA
"FBLN7",NA
"TTC24",NA
"PARP2",NA
"ACOT12",NA
"REM2",NA
"SPDL1",NA
"HMX3",NA
"NADK2",NA
"SEL1L2",NA
"DPY19L2",NA
"KRT39",NA
"IL1RAP",NA
"RYR3",NA
"SQLE",NA
"NLRC4",NA
"NKX2-6",NA
"PPARG",NA
"ALPG",NA
"CCDC177",NA
"FDFT1",NA
"ZNF184",NA
"NUTM1",NA
"SLFN14",NA
"TMEM117",NA
"LTK",NA
"ACSM5",NA
"SLC6A14",NA
"WASHC2A",NA
"GHR",NA
"BAP1",NA
"IDH3A",NA
"STEAP4",NA
"GAPDHS",NA
"TIA1",1
"ZKSCAN7",NA
"SLC2A7",NA
"CARD6",NA
"IDH3B",NA
"ATRN",NA
"FAM186B",NA
"LRRC36",NA
"HEPHL1",NA
"CCNB3",NA
"ZBTB44",NA
"AGBL4",NA
"KLHL41",NA
"ALDH1B1",NA
"ZSCAN9",NA
"CES4A",NA
"MAF",NA
"KCNAB2",NA
"SLC29A4",NA
"NAALADL2",NA
"RFC4",NA
"SLC12A8",NA
"IQGAP2",NA
"BYSL",NA
"SLC25A11",NA
"SREK1",NA
"SLC25A20",NA
"SLC1A2",NA
"CYP7B1",NA
"POU3F1",NA
"ATAD3C",NA
"IFT172",NA
"GJB3",NA
"ZFP62",NA
"BDH1",NA
"ILDR1",NA
"KLHL23",NA
"ADGRF1",NA
"ZNF311",NA
"CDRT1",NA
"MYEF2",NA
"PRR36",NA
"ALG9",NA
"RPN1",NA
"HOXB3",NA
"MAPK13",NA
"ACRBP",NA
"RAD21",1
"PLXNC1",NA
"GLP1R",NA
"GTF2H4",NA
"ASB16",NA
"CRHR2",NA
"RUSC1",NA
"STRADA",NA
"XRCC6",NA
"CDH19",NA
"WDR13",NA
"CCDC174",NA
"ZNF185",NA
"SLC25A3",NA
"PADI1",NA
"DAXX",NA
"ARFGAP2",NA
"DDX28",NA
"TADA2A",NA
"ZNF585B",NA
"NEU4",NA
"USP22",NA
"ALDOB",NA
"CTPS2",NA
"ANKRD42",NA
"ZSWIM2",NA
"ZBBX",NA
"PUS10",NA
"TUBE1",NA
"REPS1",NA
"REST",NA
"UBQLN1",NA
"KCNC3",NA
"SLC6A16",NA
"DDX6",1
"NECTIN2",NA
"CYTH2",NA
"WLS",NA
"SHC4",NA
"CNTN4",NA
"TGS1",NA
"KBTBD3",NA
"RAD17",NA
"PRRT3",NA
"TSC22D1",NA
"KCNK10",NA
"SDHB",NA
"GSTCD",NA
"DISC1",NA
"ZNF516",NA
"ZNF624",NA
"MARCH7",NA
"SCARB2",NA
"CDKN2A",NA
"EED",NA
"EVL",NA
"SSX2IP",NA
"SH3RF2",NA
"IFT74",NA
"ACSM1",NA
"C9",NA
"PPM1J",NA
"SLC18A1",NA
"RDH5",NA
"DEPDC1B",NA
"CFAP45",NA
"FAM83G",NA
"RGMB",NA
"RNF139",NA
"SLC39A6",NA
"HPD",NA
"ITPKC",NA
"TMEM209",NA
"MFSD14A",NA
"ZNF395",NA
"HAUS6",NA
"SYT9",NA
"KRT27",NA
"PEX1",NA
"CHRNA5",NA
"ASCC2",NA
"RTN4",NA
"DRG2",NA
"ZNF544",NA
"TMPRSS11A",NA
"MGAT2",NA
"VIPR1",NA
"ZPLD1",NA
"GJC1",NA
"ITIH6",NA
"KLHL34",NA
"KLHL33",NA
"TP53BP1",NA
"HOXA3",NA
"ACTL7A",NA
"GGT5",NA
"ZNF133",NA
"URI1",NA
"COX10",NA
"KRT24",NA
"PCDHGB3",NA
"OSBPL2",NA
"CCDC47",NA
"DEPDC7",NA
"NHSL2",NA
"SLCO4C1",NA
"FUBP1",NA
"RSPH6A",NA
"GPAA1",NA
"SLC22A15",NA
"MOV10L1",NA
"NKRF",NA
"ADAM28",0
"RHPN2",NA
"MAEA",NA
"MTRF1",NA
"LMCD1",NA
"PCDHA1",NA
"SSH2",NA
"HES6",NA
"EGF",NA
"SLC22A3",NA
"EIF2D",NA
"L3MBTL4",NA
"CYP24A1",NA
"KBTBD11",NA
"THSD7A",NA
"SRL",NA
"MGAT3",NA
"ALKBH8",NA
"ZNF791",NA
"NLRP4",NA
"SCPEP1",NA
"PAX4",NA
"ATP10B",NA
"GPR156",NA
"TRIM41",NA
"CACNA2D1",NA
"MRPS9",NA
"TGM4",NA
"KRT79",NA
"AMT",NA
"PWP1",NA
"NRIP1",NA
"DENND1C",NA
"NETO1",NA
"MTF1",NA
"GSAP",NA
"ZNF598",NA
"BAG3",NA
"GATAD2B",NA
"FAM98A",NA
"PDHA2",NA
"PCDHGA1",NA
"PRSS53",NA
"TMCC1",NA
"ZNF287",NA
"ZFYVE19",NA
"SECISBP2L",NA
"DNAJC3",NA
"TRIP6",NA
"ZKSCAN5",NA
"KHDC4",NA
"SERGEF",NA
"SLC22A16",NA
"SLC25A42",NA
"SLC2A3",NA
"ASNSD1",NA
"TRAF3IP3",NA
"GABRP",NA
"ACTR3B",NA
"SOX2",NA
"PISD",NA
"CANX",NA
"TAZ",NA
"NR1I2",NA
"SH3BP5",1
"TENT4B",NA
"ADGRG1",0
"ALG6",NA
"ZER1",NA
"FKBP4",NA
"LUC7L",NA
"RBFOX1",NA
"DNAJA3",NA
"TBC1D17",NA
"DZIP1",NA
"CAMTA1",NA
"C2CD3",NA
"SLC28A3",NA
"DLAT",NA
"KMT5A",NA
"SLC30A6",NA
"KIRREL2",NA
"SLC22A2",NA
"SYT10",NA
"QSOX2",NA
"GABRA6",NA
"ZNF276",NA
"HAGH",NA
"SLC2A14",NA
"APPL2",NA
"CNKSR3",NA
"ZNF208",NA
"CCDC81",NA
"KRT71",NA
"TRAPPC12",NA
"EIPR1",NA
"RELA",NA
"KRT72",NA
"SRPX",NA
"GRID1",NA
"MYBL1",NA
"ANKRD18B",NA
"ZNF585A",NA
"LAMB3",NA
"PTPN7",NA
"FSCN3",NA
"ERMARD",NA
"WASHC2C",NA
"TBX6",NA
"CHUK",NA
"NLRP11",NA
"DACH2",NA
"PHACTR4",NA
"FOLH1",NA
"HSPA8",NA
"KPNA7",NA
"CYP2U1",NA
"CBFA2T3",NA
"INPP5A",NA
"NCAPH2",NA
"HAS2",NA
"GRB14",NA
"ENPP2",NA
"CPNE7",NA
"TNNT1",NA
"MGAT4A",NA
"SAMD8",NA
"THAP12",NA
"OPA3",NA
"ILVBL",NA
"SLC2A12",NA
"PHC2",NA
"BACH2",NA
"ENO2",NA
"SPOPL",NA
"DVL2",NA
"ANKRD55",NA
"ZBTB49",NA
"PDZD8",NA
"GDA",NA
"RTN2",NA
"HOOK1",NA
"TMCC2",NA
"SEPT6",NA
"KRT28",NA
"ZNF800",NA
"MATN3",NA
"AUP1",NA
"CBFA2T2",NA
"SLCO1B7",NA
"SLC19A2",NA
"SLC17A8",NA
"KY",NA
"HNRNPAB",NA
"MMP19",NA
"BCKDHB",NA
"SIX1",NA
"MAPK8",NA
"AKT2",NA
"DCAF10",NA
"SEC14L4",NA
"SNRK",NA
"CCDC13",NA
"CWF19L2",NA
"KHNYN",NA
"RLIM",NA
"GRAP2",NA
"HSF4",NA
"CHRM3",NA
"WSCD2",NA
"NOA1",NA
"LMAN1",NA
"FNTB",NA
"NLE1",NA
"SLC9A9",NA
"SPATA5L1",NA
"IQCA1",NA
"TOR1AIP1",NA
"ADAMTSL2",NA
"ECHDC2",NA
"THOC2",NA
"DDX18",NA
"EFHC2",NA
"FES",NA
"ACSBG1",NA
"PABPC4",NA
"CFLAR",NA
"GJD2",NA
"PRRT4",NA
"WNT11",NA
"TBX5",NA
"ATXN7",NA
"NLRP8",NA
"AOAH",NA
"AGXT2",NA
"SLC2A11",NA
"LCORL",NA
"EIF2B3",NA
"EFCAB7",NA
"FAM83H",NA
"HS3ST2",NA
"TRIM6",NA
"TEX11",NA
"KLHDC7A",NA
"AOC2",NA
"CAPS2",NA
"DNAJC21",NA
"SYTL4",NA
"WNT8B",NA
"CTAGE5",NA
"BFSP1",NA
"NLK",NA
"PTPN2",NA
"SPNS2",NA
"ZYG11A",NA
"SIX3",NA
"NEK5",NA
"ZNF711",NA
"GABRA3",NA
"PFKP",NA
"PALB2",NA
"NYAP1",NA
"ATAD1",NA
"GBP1",NA
"BICRAL",NA
"FLOT1",0
"SUCLA2",NA
"IGF2BP1",NA
"KRT84",NA
"LRRC1",NA
"TRIM8",NA
"OSGIN2",NA
"RETSAT",NA
"TBXAS1",0
"BBS12",NA
"SLC45A3",NA
"FMO1",NA
"GATM",NA
"TOMM70",NA
"NKD1",NA
"SH3BP4",NA
"USP16",NA
"KCNS2",NA
"DVL1",NA
"RPS6KA6",NA
"TRIM28",NA
"MIS18BP1",0
"KCNJ11",NA
"UHRF2",NA
"GMPR2",NA
"PGAP1",NA
"SEPT11",NA
"QTRT1",NA
"ADNP2",NA
"MMRN2",NA
"RAB11FIP3",NA
"SENP3",NA
"HNRNPM",NA
"CPNE4",NA
"ST7L",NA
"SH3BP5L",NA
"MAMDC2",NA
"ACSL4",NA
"KANK3",NA
"PCDHB15",NA
"MROH9",NA
"BACH1",NA
"ASIC4",NA
"CDCA2",NA
"CDHR1",NA
"NFKB2",NA
"PRPF38A",NA
"SALL2",NA
"IL12RB2",NA
"BMP4",NA
"ARFIP2",NA
"MBOAT1",0
"DPP7",0
"NGFR",NA
"ZCCHC8",NA
"PBX2",NA
"PCDHA10",NA
"CALCOCO1",NA
"LCTL",NA
"CTNNAL1",NA
"GNA15",NA
"TTF1",NA
"SHTN1",0
"FAF2",NA
"NFIC",NA
"SLFN11",NA
"TRAF3IP1",NA
"PHF1",NA
"TARS",NA
"ATAD3A",NA
"ZNF862",NA
"CFAP221",NA
"RRP1B",NA
"ALG5",NA
"INTU",NA
"PHACTR3",NA
"SLC47A1",NA
"CDYL2",NA
"GJA8",NA
"SLC17A6",NA
"DUSP16",NA
"MFSD5",NA
"PNLIP",NA
"RNF8",NA
"ALG2",NA
"WDR37",NA
"PIGB",NA
"MSI1",NA
"IKZF1",NA
"LRGUK",NA
"SLC9A4",NA
"MMP24",NA
"ROCK1",NA
"TKTL2",NA
"RCL1",NA
"MPP7",NA
"SCMH1",NA
"HSPA12A",NA
"WNT9A",NA
"GRAMD4",NA
"DHODH",NA
"ARFGAP1",NA
"DNAJC1",NA
"ARSH",NA
"ANKRD13C",NA
"MAPKAP1",NA
"SLC25A22",NA
"FBXO9",NA
"PARG",NA
"MEF2A",NA
"LMF1",NA
"PIGV",NA
"PIAS1",NA
"NRF1",NA
"SLC2A6",NA
"KRT18",NA
"MEF2B",NA
"PRKD2",NA
"RFX5",NA
"ZC3H12D",NA
"PMPCA",NA
"AKT3",NA
"IRF9",NA
"CDC16",NA
"AQP1",NA
"GGA1",NA
"TGFBRAP1",NA
"SLITRK5",NA
"TAF4B",NA
"ATF6B",NA
"PHKG2",NA
"LRWD1",NA
"MEIS1",NA
"API5",NA
"LIN54",NA
"MAG",NA
"NEK2",0
"C3orf67",NA
"PLBD2",NA
"SCFD2",NA
"ZNF217",NA
"POLR1C",NA
"AFAP1L2",NA
"CSRNP3",NA
"RNF103",NA
"CDCA7L",NA
"ZDHHC13",NA
"ZFP90",NA
"TOM1L2",NA
"TTC8",NA
"UTP4",NA
"TRMT2A",NA
"PLXDC2",NA
"MUM1",NA
"GLDC",NA
"CAMK2D",NA
"ADGRE5",NA
"KCNJ16",NA
"LIMD1",NA
"WDR1",NA
"PTCHD3",NA
"SEPT4",NA
"USF1",NA
"CEP85",NA
"SLC22A17",NA
"SLC1A3",NA
"HABP2",NA
"DSC3",NA
"PLCH1",NA
"KRT77",NA
"ZNF74",NA
"DNAJC14",NA
"LRFN1",NA
"NUAK2",NA
"IL31RA",NA
"MID1",NA
"QSOX1",NA
"EPS8L3",NA
"TMEM132A",NA
"PPP3CC",NA
"ZNF333",NA
"CEP83",NA
"RBM28",NA
"CCT6A",NA
"FASTKD1",NA
"PHC1",NA
"C2orf42",NA
"PGD",NA
"TROAP",NA
"TNFRSF1A",0
"LRRC8C",NA
"CDK5RAP3",NA
"CIAO3",NA
"LPCAT3",NA
"PRKAA2",NA
"PDZD4",NA
"F2",NA
"TMEM161A",NA
"SMARCD3",NA
"EEPD1",NA
"ADCK1",NA
"TUBB2B",1
"ZBTB47",NA
"TRIM32",NA
"NYAP2",NA
"TMEM63C",NA
"HDAC2",NA
"MDM1",NA
"PCDHA9",NA
"AJM1",NA
"KLHL17",NA
"ABHD4",NA
"MASTL",NA
"STEAP2",NA
"NELFE",0
"NLRP9",NA
"DOK7",NA
"PSMC6",NA
"CLINT1",NA
"MIER1",NA
"GPM6B",NA
"EPS8L2",NA
"NUCB1",0
"C10orf71",NA
"RALGPS2",NA
"GDI2",NA
"GABRQ",NA
"ZNF45",NA
"WDR76",NA
"IRF7",NA
"HSPA12B",NA
"CHST5",NA
"CSTF1",NA
"CREM",NA
"DNM2",NA
"NDUFA9",NA
"FEM1C",NA
"UBA3",NA
"PHF10",NA
"EGFL6",NA
"PRKAG3",NA
"SCUBE1",NA
"CRLF1",NA
"A2M",NA
"TXNDC11",NA
"URGCP",NA
"CCDC33",NA
"MAT2A",NA
"MPI",NA
"AGPAT3",NA
"DDX52",NA
"PRKAG1",NA
"TSNAXIP1",NA
"PCDHGA9",NA
"NADK",NA
"GK5",NA
"KRT82",NA
"PPARGC1A",NA
"DMAP1",NA
"ZC3H6",NA
"SCLY",NA
"GMPR",NA
"PDSS1",NA
"CHST4",NA
"EP400",NA
"CHRNB3",NA
"GEN1",NA
"JPH2",NA
"CAPN5",NA
"GLRB",NA
"APEH",NA
"ACBD3",NA
"AIPL1",NA
"FHL2",NA
"PPP1R26",NA
"PRICKLE2",NA
"GALK1",NA
"HELB",NA
"ISL1",NA
"CDH17",NA
"DPH2",NA
"HPS1",NA
"NDUFA10",NA
"KDM2A",NA
"PIPOX",NA
"SIRT1",NA
"DHX40",NA
"BRD2",0
"EXD3",NA
"LCA5",NA
"MID2",NA
"TBC1D10C",NA
"FOXP3",NA
"SYCP2L",NA
"SLC25A37",NA
"PCDHA12",NA
"SCNN1B",NA
"SMARCAD1",NA
"KLHL35",NA
"DCST1",NA
"ANO10",NA
"ESRRA",NA
"MPP2",NA
"NLRP7",NA
"PLK2",NA
"GPAT3",NA
"IRAK1",NA
"PDE12",NA
"NDST1",NA
"P4HA3",NA
"TTLL9",NA
"FKTN",NA
"ATXN1",NA
"TTC39B",NA
"SEC14L3",NA
"NOP58",NA
"ZNF343",NA
"TLR8",NA
"TSHZ3",NA
"FOXRED2",NA
"STAT5A",NA
"MASP1",NA
"NMNAT2",NA
"SSBP3",NA
"SUMF1",NA
"LRTOMT",0
"NCLN",NA
"FA2H",NA
"PXK",NA
"ARHGEF25",NA
"NCDN",NA
"BFSP2",NA
"SF1",NA
"ERAP2",NA
"NRBP1",NA
"MFSD8",NA
"GNAI2",NA
"GJA1",NA
"SELENBP1",NA
"KCNH4",NA
"MORC2",NA
"DZANK1",NA
"MBD3",NA
"FOXO4",NA
"TMPRSS3",NA
"ZNF512",NA
"PPAT",NA
"ALDH1A2",NA
"HHATL",NA
"AGRN",NA
"TMEM132E",NA
"RASGRP2",NA
"VEZT",NA
"ALB",NA
"PDE7B",NA
"DLD",NA
"MEIS3",NA
"PARP6",NA
"ADGRG2",NA
"MEPCE",NA
"NFIX",NA
"SLC13A3",NA
"TBXT",NA
"EVX2",NA
"HMGCS1",NA
"FAF1",NA
"KRT19",NA
"ZNF536",NA
"ANKRD62",NA
"CCNL1",NA
"KRT73",NA
"TMEM8A",NA
"MUS81",NA
"TPM4",NA
"SEPT8",NA
"ELL",NA
"FAM161A",NA
"DDX55",NA
"GALE",NA
"TRMU",NA
"CDC14A",NA
"PLK1",NA
"SMARCA4",NA
"FAM160B2",NA
"NCBP3",NA
"DTL",NA
"GLRA4",NA
"GNAI3",NA
"ERO1B",NA
"SLITRK2",NA
"ABCB9",NA
"FBL",0
"NAALAD2",NA
"SLC37A1",NA
"MMP16",NA
"SH2D4A",NA
"GK",NA
"SIGLEC10",0
"DENND6B",NA
"FOXC1",NA
"KRI1",NA
"CYP4F11",NA
"KNTC1",NA
"SOX3",NA
"ITGA1",NA
"INCENP",NA
"BRPF1",NA
"TMPRSS13",NA
"MICAL2",NA
"CDC20",0
"SPOCD1",NA
"THOC1",NA
"SCNN1G",NA
"FLOT2",NA
"TMPRSS11F",NA
"RRP9",NA
"TDP1",NA
"SLC27A5",NA
"STK11",NA
"EPPK1",NA
"FIBCD1",NA
"PCDHA7",NA
"HJV",NA
"TCTN1",NA
"USP39",NA
"ALOX15",NA
"SLC45A2",NA
"FAM129A",NA
"OTUD7A",NA
"PCK1",NA
"C16orf96",NA
"RTCB",NA
"DDX59",NA
"ING3",NA
"GTF3C5",NA
"TMC8",NA
"SRSF4",NA
"SLC37A2",NA
"ADAD1",NA
"ADCYAP1R1",NA
"SLC2A5",NA
"TMEM161B",NA
"GSR",NA
"FNDC7",NA
"TRIP13",NA
"MTBP",NA
"NT5DC2",NA
"SYTL5",NA
"MAPK8IP3",NA
"CYTH1",NA
"KANK4",NA
"PPEF2",NA
"ARHGEF33",NA
"LMX1A",NA
"SERPINC1",NA
"MAOB",NA
"ACAN",NA
"PARP10",NA
"ZC3HC1",NA
"C7orf55-LUC7L2",1
"PCDHA4",NA
"OTOA",NA
"APBA2",NA
"IQCB1",NA
"FAM160A1",NA
"MFSD2B",NA
"EXD2",NA
"ALDH1A3",NA
"SLITRK4",NA
"DMTF1",NA
"TRMT44",NA
"HERC5",NA
"RARS2",NA
"KLHL10",NA
"F10",NA
"ZC3HAV1",NA
"TBCCD1",NA
"KHSRP",NA
"IL17RC",NA
"MAP3K2",NA
"DDN",NA
"DGCR2",NA
"SEPT9",NA
"LIN9",NA
"SLC24A3",NA
"CCDC175",NA
"ACTL6A",NA
"METAP2",NA
"GRIPAP1",NA
"TENM2",1
"MALT1",NA
"PPP2R2B",NA
"KCNN1",NA
"ZYX",NA
"BTBD1",NA
"PPP2R5C",NA
"ASIC3",NA
"SIGLEC1",NA
"PIP5K1A",NA
"EXOC3L1",NA
"APAF1",NA
"DCST2",NA
"NR2E1",NA
"ACSL5",NA
"ADCK5",NA
"CRACR2A",NA
"GNAS",NA
"MLXIPL",NA
"AFAP1",NA
"GALNT12",NA
"SMYD4",NA
"GALNT15",NA
"ICAM5",NA
"OLFML3",NA
"CERS5",NA
"PLK3",NA
"TRPM2",NA
"PHB2",NA
"ULK3",NA
"C12orf10",NA
"KCNJ12",NA
"SLCO4A1",NA
"CCKBR",NA
"GATAD2A",NA
"PHACTR2",NA
"RASIP1",NA
"PTH1R",NA
"CSF2RB",NA
"RNF19B",NA
"AKAP1",NA
"NIPAL3",NA
"NECTIN3",NA
"SLITRK1",NA
"GALK2",NA
"GCNT2",NA
"NXN",NA
"RBM47",NA
"CCDC6",NA
"PPP6R1",NA
"IMPG1",NA
"FOXC2",NA
"RXFP2",NA
"MON1A",NA
"SPEN",NA
"SUSD1",NA
"PIGQ",NA
"C1S",NA
"WNT7A",NA
"SUV39H2",NA
"CTNND2",NA
"PARP12",NA
"ARHGAP6",NA
"N4BP2L2",NA
"DNPEP",NA
"EPN3",NA
"ARHGEF16",NA
"AMFR",NA
"PDE7A",NA
"BTBD3",NA
"COG7",NA
"KLHL4",NA
"PCARE",NA
"OSBP",NA
"CNOT6L",NA
"KMT5C",NA
"KIAA1841",NA
"SRSF6",NA
"FBXO30",NA
"NPHS2",NA
"ZBTB4",NA
"NAE1",NA
"MTSS1",NA
"AGXT",NA
"NCAM2",NA
"LYN",NA
"CYP4V2",NA
"TRAF6",NA
"CYP26A1",NA
"SLCO1C1",NA
"PROM1",NA
"C12orf4",NA
"DDX49",NA
"PTPN9",NA
"THOC5",NA
"DDX51",NA
"GP2",NA
"SMAD5",NA
"NEK11",NA
"KIF21B",NA
"TAX1BP1",NA
"IP6K2",NA
"GAB2",NA
"RNF43",NA
"ACTBL2",NA
"GPT",NA
"HAUS5",NA
"SYTL1",NA
"BARD1",NA
"SGCA",NA
"C1orf112",NA
"PGM3",NA
"ACE2",NA
"PROM2",NA
"HSPA4L",NA
"FBXO41",NA
"PLS3",NA
"SLC22A6",NA
"SMARCA2",NA
"KMT2B",NA
"IL4I1",NA
"ECD",NA
"CDH18",NA
"ZBTB46",NA
"NR1I3",NA
"TBC1D30",NA
"CSTF2",NA
"OPRM1",0
"PTPN12",NA
"TMEM63A",NA
"COL18A1",NA
"TNK1",NA
"TULP3",NA
"ACTR3",NA
"CDH16",NA
"SPICE1",NA
"ZNF804A",NA
"PTPN5",NA
"ZNF420",NA
"TFAP2D",NA
"RXFP1",NA
"CATSPERB",NA
"ANKRD18A",NA
"PRMT7",NA
"TUBA3D",NA
"KIAA1614",NA
"ARHGAP28",NA
"LRCH4",NA
"HAGHL",NA
"MFSD13A",NA
"MGAT4B",NA
"DDX25",NA
"CPEB1",NA
"KAT5",NA
"JAKMIP3",NA
"NACAD",NA
"PXDNL",NA
"CEP97",NA
"PICK1",NA
"MATN1",NA
"EMILIN2",NA
"BBS5",NA
"ACSM2A",NA
"IGDCC3",NA
"DDX47",NA
"ZP1",NA
"CFAP69",NA
"NT5E",NA
"ZNF592",NA
"PDLIM7",NA
"ETV5",NA
"PGS1",NA
"PLEKHG2",NA
"PAK5",NA
"HPN",NA
"SIX6",NA
"RUBCNL",NA
"CYP4A11",NA
"ZYG11B",NA
"MAPK8IP1",NA
"CATSPER4",NA
"FCRLB",NA
"MON1B",NA
"EPHA6",NA
"PTGFRN",NA
"SLC25A24",NA
"DUSP13",NA
"ADAT1",NA
"FAM193A",NA
"ANKRD30A",NA
"CPNE6",NA
"MTUS2",NA
"TCP1",NA
"YARS2",NA
"GJC2",NA
"SLC25A27",NA
"CHAT",NA
"CFAP52",NA
"NPR3",NA
"FAM129C",NA
"CEP126",NA
"MAMLD1",NA
"BCL6",NA
"ABHD18",NA
"VAX1",NA
"BRDT",NA
"ABI1",NA
"L2HGDH",NA
"WDPCP",NA
"KCNJ5",NA
"SRRM5",NA
"GOLGA1",NA
"KRT17",NA
"DET1",NA
"NMT2",NA
"KANK2",NA
"ABL1",NA
"PEAR1",NA
"UNC79",NA
"FAM20B",NA
"GBX2",NA
"MARS2",NA
"KRT8",NA
"SEC61A2",NA
"CLASP2",1
"SYCP1",NA
"CABP1",NA
"IL12RB1",NA
"ZP2",NA
"SLC44A1",NA
"SHMT1",NA
"KAT14",NA
"OSBPL11",NA
"NETO2",NA
"CDH26",NA
"PCYT2",NA
"NARS2",NA
"ZCWPW1",NA
"TESK1",NA
"TTLL12",NA
"ADD3",NA
"ESF1",NA
"GEMIN4",NA
"CORO2A",NA
"GATA5",NA
"DDOST",NA
"P4HA1",NA
"CHTOP",NA
"ZDHHC17",NA
"GPAT4",NA
"SLC24A2",NA
"RBCK1",NA
"TCHP",NA
"MAP3K11",NA
"CMIP",1
"CXXC1",NA
"RNF111",NA
"IDH1",NA
"GLA",NA
"HDAC10",NA
"PCDHA5",NA
"PCDHA2",NA
"FRMPD2",NA
"PHGDH",NA
"VIPR2",NA
"DHX9",NA
"BICDL1",NA
"CENPC",NA
"CCP110",NA
"CEP89",NA
"MICU1",NA
"WNT4",NA
"TNFSF12",NA
"SNX19",NA
"SPAG1",NA
"KYAT1",NA
"ZBTB17",NA
"TUBA3E",NA
"MAP4",NA
"GAD1",NA
"COL3A1",NA
"LPP",NA
"PPIG",NA
"FCHO1",NA
"CASC1",NA
"RCC1",NA
"TNN",NA
"GNA14",NA
"OGG1",NA
"LMTK2",NA
"TLR9",NA
"LZTS2",NA
"GOT1",NA
"ALDOC",NA
"TASP1",NA
"TTC39C",NA
"NLRC5",NA
"PCDHGA7",NA
"SERPINH1",NA
"ACSM2B",NA
"SOX7",NA
"BRAP",NA
"SLC26A2",NA
"RNF207",NA
"STS",NA
"CNOT10",NA
"BMP6",NA
"SEMA4F",NA
"CKMT2",NA
"GAB1",NA
"TTC39A",NA
"SLC7A6",NA
"CPOX",NA
"DSC2",NA
"SLC44A5",NA
"NAALADL1",NA
"TBC1D25",NA
"COASY",NA
"SLC4A1AP",NA
"ITIH3",NA
"TNS4",NA
"MASP2",NA
"PHKG1",NA
"ZNF546",NA
"NAGA",NA
"SHOX2",NA
"TGFBR2",NA
"PTPRS",NA
"SESTD1",1
"CPNE9",NA
"PPP1R12C",NA
"CES5A",NA
"ANKS3",NA
"KANSL3",NA
"PPP1R16A",NA
"TGFBR3",NA
"ARHGAP35",NA
"MAPK10",NA
"CCDC15",NA
"ITPRID1",NA
"COG2",NA
"TRDN",NA
"CHFR",NA
"YARS",NA
"ALX4",NA
"GALNT13",NA
"CBLC",NA
"SACM1L",NA
"KBTBD8",NA
"DAGLB",NA
"IFFO1",NA
"PTPN1",NA
"LIMS2",NA
"GRAMD1C",NA
"MAPK7",NA
"TCTN3",NA
"KRT14",NA
"CCDC14",NA
"ITGAV",NA
"TYMP",NA
"NKX2-1",NA
"ZCCHC2",NA
"RNF157",NA
"SOX8",NA
"JPH4",NA
"ACTR10",NA
"IQCN",NA
"CAMKK2",NA
"HK1",NA
"CLN3",NA
"LIPC",NA
"PPP6R2",NA
"ANGPTL2",NA
"MSH3",NA
"XRCC5",NA
"ZMYM1",NA
"SIMC1",NA
"ARNT2",NA
"KRT83",NA
"GNA11",NA
"KRT12",NA
"PAOX",NA
"DPY19L1",NA
"IL6ST",NA
"RPS6KB1",NA
"WNT3",NA
"KRT10",NA
"ZNF780B",NA
"TSPEAR",NA
"RBM15B",NA
"LGI2",NA
"INTS10",NA
"GNL1",NA
"GAS2L2",NA
"PLAA",NA
"TBC1D15",NA
"COL2A1",NA
"PDLIM5",NA
"AGAP1",NA
"IDH2",NA
"PDHA1",NA
"KANSL2",NA
"MATR3",1
"DBN1",NA
"LNX1",NA
"CRTAC1",NA
"SNX9",NA
"CHRNA1",NA
"TNRC18",NA
"DMGDH",NA
"SLC37A3",NA
"GNA13",NA
"CPSF3",NA
"SCARB1",NA
"ARMH3",NA
"GDF5",NA
"GPR155",NA
"VEPH1",NA
"POLA2",NA
"SEMA4C",NA
"KRT15",NA
"FDXR",NA
"HOXD3",NA
"ATP8A1",NA
"HGD",NA
"CPNE5",NA
"ISY1",NA
"APPL1",NA
"TUFM",NA
"CFP",NA
"RTKN2",NA
"SPATA31E1",NA
"PLRG1",NA
"TPTE2",NA
"P2RX2",NA
"PTCD1",NA
"PPP1R13L",NA
"ETF1",NA
"CASD1",NA
"DOLK",NA
"TAF5L",NA
"SIAE",NA
"KLHL30",NA
"SPIRE1",NA
"WDR33",NA
"ATE1",NA
"MAT1A",NA
"SLC7A9",NA
"RNF19A",NA
"LTF",NA
"SLC30A9",NA
"CLIP4",NA
"EIF3L",NA
"SLC22A4",NA
"CPNE2",NA
"PSMC1",NA
"DDX58",NA
"USP47",NA
"BICD2",NA
