"","label"
"CHRNA5",NA
"KCNH4",NA
"CXXC1",NA
"TCTN1",NA
"GRAMD1C",NA
"PRPF19",NA
"HOXC9",NA
"ZBTB46",NA
"CTNNBL1",NA
"SMYD4",NA
"VIPR2",NA
"SLC44A5",NA
"SESTD1",NA
"PRKAG1",NA
"FHL2",NA
"PRKAG3",NA
"FBL",NA
"PKP1",NA
"IRF7",NA
"MAF",NA
"OPRM1",NA
"DDX25",NA
"CYP1A1",NA
"CPNE6",NA
"MLXIPL",NA
"PIPOX",0
"NGFR",NA
"ACE2",NA
"SEMA4F",NA
"RARS2",NA
"PGD",NA
"GABRA3",NA
"PLK1",NA
"BFSP2",NA
"GNA15",NA
"ARSH",NA
"AMT",NA
"ESF1",NA
"HK2",NA
"PPP2R5C",NA
"RNF207",NA
"SLC25A42",NA
"KAT14",NA
"C12orf4",NA
"ADD3",NA
"APBA2",NA
"C1S",NA
"MAP7D1",NA
"SLC45A3",NA
"ZYX",NA
"PDE7B",NA
"EXD2",NA
"NDUFA9",NA
"NETO2",NA
"CYTH1",NA
"PPP1R12C",NA
"PDE12",NA
"GJD2",NA
"FOXP3",NA
"NCAM2",NA
"SYNE3",NA
"ERCC6",NA
"TESK1",NA
"RRP9",NA
"SCLY",NA
"RNF19B",NA
"ALG2",NA
"SLC37A2",NA
"MEIS3",NA
"TLR9",NA
"SLCO4A1",NA
"SYTL1",NA
"GOT2",NA
"ISY1",NA
"SLCO1C1",NA
"PTH1R",NA
"FEM1C",NA
"DDX47",NA
"PGM3",NA
"MAPK15",NA
"ARHGEF16",NA
"TNNT1",NA
"INSRR",0
"CD101",NA
"DDX58",NA
"KAT5",NA
"GNL1",NA
"SGK1",NA
"GLRB",NA
"CMIP",NA
"WNT11",NA
"TMEM63A",NA
"SRL",NA
"TTLL12",NA
"TBC1D25",NA
"DLD",NA
"ZBTB17",NA
"CDH13",NA
"PPP2R2B",NA
"ADAD1",NA
"QTRT1",NA
"ABHD18",NA
"PTPN5",NA
"COG2",NA
"DDX43",NA
"RTCB",NA
"SPTY2D1",NA
"POLR1C",NA
"SLC24A3",NA
"APPL1",NA
"SPAG1",0
"GAB1",NA
"BCL6",NA
"FRMPD2",NA
"PRMT7",NA
"MGAT4B",NA
"CERS6",NA
"METTL14",NA
"TNS4",NA
"TPX2",NA
"CAPN13",NA
"IL6ST",NA
"IGDCC3",NA
"TBC1D15",NA
"DDX49",NA
"CHST4",NA
"P2RX2",NA
"TMPRSS3",NA
"HAGHL",NA
"POLA2",NA
"GPATCH2L",NA
"KRT18",NA
"PNLIPRP1",NA
"OSMR",NA
"NFIX",NA
"KPNA5",NA
"CERS5",NA
"KRT82",NA
"DBN1",NA
"SLC2A6",NA
"RTKN2",NA
"ZP2",NA
"CCT6A",NA
"ADGRL3",NA
"MYCBPAP",NA
"CFAP52",NA
"EFHB",NA
"GJA1",NA
"CSTF1",NA
"ZDHHC17",NA
"ZNF227",NA
"CHST5",NA
"ZNF804B",NA
"CYP1B1",NA
"DUSP13",NA
"XRCC5",NA
"RBM15B",NA
"SIX1",NA
"CDKL3",NA
"ALDH1A2",NA
"YARS2",NA
"TRMU",NA
"CES5A",NA
"GK",NA
"GDI2",NA
"OGG1",NA
"WDR46",NA
"TBCCD1",NA
"OSBPL11",NA
"MAOB",NA
"RBBP8",NA
"HOOK3",NA
"LARP4",NA
"SLC2A2",NA
"TTC39A",NA
"SUV39H2",NA
"DSC2",NA
"KANSL3",NA
"NAALADL1",NA
"RXFP1",NA
"SUZ12",NA
"MPI",NA
"PCDHA2",NA
"AXDND1",NA
"CNOT10",NA
"WNT8B",NA
"METAP2",NA
"INTS10",NA
"CLPX",NA
"ARHGAP18",NA
"KANSL2",NA
"CFP",NA
"AQP1",NA
"AGPAT3",0
"SEPT8",NA
"GP2",NA
"PPAT",NA
"LTF",NA
"LNX1",NA
"SNX25",NA
"CSF3R",NA
"SUMF1",NA
"GSR",NA
"KCNAB3",NA
"TRAF6",NA
"TGFBR3",NA
"TSHZ2",NA
"TNK1",NA
"PHB2",NA
"KIAA1755",NA
"BTBD1",NA
"BRAP",NA
"PHKG1",NA
"MON1A",NA
"CHTOP",NA
"FNBP1L",NA
"CHFR",NA
"CYP4A11",NA
"EEF1A2",NA
"RNF157",NA
"VEPH1",NA
"DHODH",NA
"LMX1A",0
"MARS2",NA
"SLC25A27",NA
"FA2H",NA
"NMT2",NA
"TMEM132D",NA
"ADCK5",NA
"SLC4A1AP",NA
"SAFB",NA
"FTO",NA
"PDLIM7",NA
"PPP6R2",NA
"TTC39C",NA
"ROBO4",NA
"GALNT12",NA
"ZBED9",NA
"NR1I3",NA
"LUZP1",NA
"SAFB2",NA
"MON1B",NA
"TNFRSF1A",NA
"ARPP21",NA
"GPM6B",NA
"SPIRE1",NA
"CHRNB3",NA
"TRIM32",NA
"MFSD2B",NA
"FLOT2",NA
"ZFP28",NA
"PPP1R13L",NA
"SNX9",NA
"MMP14",NA
"L3MBTL3",NA
"DAGLB",NA
"SALL4",NA
"ANKS3",NA
"AIPL1",NA
"JAKMIP1",0
"NHLRC2",NA
"SACM1L",NA
"PSMC6",NA
"FXR1",NA
"SLC44A1",NA
"ZNF197",NA
"CPNE9",NA
"PGBD3",NA
"PCDHA5",NA
"CCHCR1",NA
"CLCA1",NA
"WNT9A",NA
"DONSON",NA
"SLC25A22",NA
"SLF2",NA
"DUS2",NA
"MICU1",NA
"PDE7A",NA
"ZNF445",NA
"GAS2L2",NA
"PGS1",NA
"UTP14A",NA
"TAF1C",NA
"CCDC30",NA
"SBNO2",NA
"SLC37A3",NA
"WIZ",NA
"FIBCD1",NA
"A1CF",NA
"RPS6KB1",NA
"GNAI3",NA
"SLC25A37",NA
"JPH4",NA
"NUGGC",NA
"TRIP13",NA
"NPHS2",NA
"SH2B1",NA
"NEXN",NA
"TPTE2",NA
"RBM47",NA
"FOXO4",NA
"ZNF827",NA
"GPR155",NA
"USP10",NA
"OLFML3",NA
"LYN",NA
"JPH3",NA
"PELP1",NA
"ATE1",NA
"NUP88",NA
"PAK5",NA
"SORT1",NA
"ADAD2",NA
"DEPDC1",NA
"RBM12B",NA
"ARHGAP17",NA
"SLC12A5",NA
"MATR3",NA
"TSPEAR",NA
"ZNF432",NA
"CASC3",NA
"GLRA4",NA
"TMEM214",NA
"AMPH",NA
"MAP7",NA
"GALK2",NA
"TDRD7",NA
"GRHL2",NA
"WDR75",NA
"SLC30A5",NA
"ARHGAP30",NA
"ITIH3",NA
"CORO2A",NA
"EIF4A1",NA
"SOX2",NA
"SLC25A24",NA
"TMEM132C",NA
"SLC30A9",NA
"KCNN4",NA
"CYP4V2",NA
"MN1",NA
"PCK1",NA
"OTUD7B",NA
"VPS11",NA
"MTSS1L",NA
"SGIP1",NA
"C9orf3",NA
"GJA8",NA
"SLC22A6",NA
"ASAH2",NA
"ADAT1",NA
"RAI14",NA
"PIDD1",NA
"RAB11FIP1",NA
"TBXT",NA
"FPGS",NA
"TAF3",NA
"HJV",NA
"HDAC10",NA
"GAREM1",NA
"PLAA",NA
"PIWIL3",NA
"CCDC6",NA
"KLHL35",NA
"PTPN9",NA
"FHDC1",NA
"ZFHX4",NA
"LPP",NA
"P4HA1",NA
"PAN3",NA
"GLUL",NA
"FBXW10",NA
"EPS8",NA
"CCDC191",NA
"NXN",NA
"UBQLN4",NA
"RGL2",NA
"HEATR4",NA
"CNTNAP3",NA
"DET1",NA
"PDLIM5",NA
"SEMA4C",NA
"HMGCS1",NA
"DNAJC11",NA
"KRT19",NA
"RABEP1",NA
"GALNT18",NA
"TRIP10",NA
"SERPINC1",NA
"KRT73",NA
"SEC61A2",NA
"USH2A",NA
"ARMC5",NA
"TPM4",NA
"ARNT2",NA
"ROS1",NA
"SYDE1",NA
"ARHGAP4",NA
"ABI1",NA
"MED17",NA
"ESRRA",NA
"KIAA0895",NA
"ZNF14",NA
"KCNS2",NA
"GMPR",NA
"ARMC3",NA
"MRVI1",NA
"CFAP46",NA
"PPAN",NA
"KAT8",NA
"DPY19L1",NA
"PPARGC1B",NA
"ZNF280D",NA
"HTRA2",NA
"SPAG16",NA
"UBC",NA
"COASY",NA
"SOGA3",NA
"PHF19",NA
"POLN",NA
"SETD3",NA
"NOL8",NA
"GRB7",NA
"CPEB3",NA
"SLC2A5",NA
"CNOT6L",NA
"TMEM245",NA
"SYNPO2L",NA
"MLLT6",NA
"TMEM39B",NA
"KLHL4",NA
"CKMT2",NA
"PCDHA6",NA
"WEE1",NA
"TBC1D14",NA
"ANKRD6",NA
"CDH18",NA
"CPSF6",NA
"NCL",NA
"PTPN1",NA
"SPIRE2",NA
"SH3RF1",NA
"ADGRE2",NA
"TXLNB",NA
"CATSPER4",NA
"NPC1L1",NA
"CYP26A1",NA
"PPP1R16A",NA
"SRPK1",NA
"SOX3",NA
"HPN",NA
"DEF8",NA
"TNFSF12",NA
"PROX1",NA
"STK4",NA
"CASD1",NA
"DNPEP",NA
"EEF1D",NA
"CRTAC1",NA
"TMCO4",NA
"KIAA0100",NA
"LHX4",NA
"ARMH3",NA
"STK11",NA
"GRK5",NA
"KCNS3",NA
"MYB",NA
"ZNF532",NA
"TFAP2C",NA
"NEDD9",NA
"GRHL1",NA
"DEF6",NA
"HS6ST3",NA
"GALNT3",NA
"FBXO42",NA
"FDXR",NA
"ELMO3",NA
"HOOK2",NA
"ADD1",NA
"NARS2",NA
"PITX1",NA
"MAT2A",NA
"CAMKK2",NA
"HHIPL2",NA
"CCDC22",NA
"CEP95",NA
"TCTN3",NA
"KCNJ6",NA
"ATP7B",NA
"ZNF507",NA
"ISL1",NA
"ZMYND15",NA
"NR2E1",NA
"SCARA5",NA
"MED16",NA
"KLHL10",NA
"ARCN1",NA
"USP42",NA
"ZNF709",NA
"G2E3",NA
"ENO3",NA
"GAD1",NA
"GABRA4",NA
"PLRG1",NA
"KRIT1",NA
"NPR3",NA
"NT5E",NA
"ESRP2",0
"TCF12",NA
"F10",NA
"EXO1",NA
"EPS8L1",NA
"GOLGA6L2",NA
"SP110",NA
"KCNN1",NA
"CPNE5",NA
"SLC24A2",NA
"CPSF3",NA
"FAM20B",NA
"LRRC41",NA
"LMF2",NA
"SFSWAP",NA
"TRRAP",NA
"ZNF337",NA
"PCDHAC1",NA
"L2HGDH",NA
"DSG2",NA
"DPY19L4",NA
"ARHGAP19-SLIT1",NA
"TUBGCP2",NA
"ANOS1",NA
"ANGEL2",NA
"INO80D",NA
"TAF5L",NA
"TULP3",NA
"ANKLE2",NA
"IRF3",NA
"SHMT1",NA
"CSNK1G1",NA
"BMP6",NA
"DGCR8",NA
"NMNAT2",NA
"MASP2",NA
"ESCO1",NA
"CNTROB",NA
"ACTR3",NA
"IFT81",NA
"NLRP14",NA
"GRK3",NA
"PCDH20",NA
"TMEM87A",NA
"SMAD1",NA
"BBS5",NA
"ZSCAN20",NA
"GLA",NA
"SLC45A2",NA
"SPRED2",NA
"RABGGTA",NA
"KBTBD8",NA
"TAB2",NA
"PTCD1",NA
"DCLRE1C",NA
"ANKLE1",NA
"DGCR2",NA
"SLC44A4",NA
"GALK1",NA
"SLC15A1",NA
"ZNF512B",NA
"CCDC80",NA
"PPP2R1B",NA
"ALDH1A3",NA
"LRCH2",NA
"SLC9C2",NA
"PER3",NA
"HARS2",NA
"ARHGEF15",NA
"CDK17",NA
"BUB1",NA
"BTBD3",NA
"MAPK7",NA
"CEBPZ",NA
"NUMBL",NA
"STK31",NA
"CCAR2",NA
"RFWD3",NA
"MITF",NA
"FAM160B1",NA
"STAU2",NA
"MEP1A",NA
"NCKIPSD",NA
"GPAT4",NA
"DLGAP5",NA
"BICD2",NA
"HS6ST1",NA
"DAZAP1",NA
"SEMA6B",NA
"CPNE2",NA
"ACVR2A",NA
"CPEB4",NA
"AIFM3",NA
"TXK",NA
"SIX3",NA
"CYP27B1",NA
"GALE",NA
"SYT16",NA
"PHLDB3",NA
"CBLC",NA
"SLITRK3",NA
"NTN3",NA
"HGS",NA
"NIPAL3",NA
"MCMBP",NA
"KBTBD7",NA
"SAMD4B",NA
"MAP7D2",NA
"PKD2L2",NA
"MOXD1",NA
"NOC3L",NA
"GSE1",NA
"PRX",NA
"RPTN",NA
"PGGHG",NA
"SLC27A1",NA
"ETF1",NA
"ME2",NA
"SYNPO",NA
"ZFR2",NA
"GBX2",NA
"KRT10",NA
"OVCH1",NA
"RASGRP4",NA
"ZNF341",NA
"UTP20",NA
"EVI5",NA
"ABTB1",NA
"MYOC",NA
"SPATA31D1",NA
"GOT1",NA
"ZRSR2",NA
"CCDC39",NA
"CSNK2A1",NA
"GALNT13",NA
"AMOTL2",NA
"SNRNP70",NA
"LMLN",NA
"CCDC142",NA
"PDCD6IP",NA
"MMAA",NA
"RCBTB1",NA
"FLAD1",NA
"ARHGAP11A",NA
"THNSL1",NA
"CLIP4",NA
"PLS3",NA
"SENP1",NA
"PGM2",NA
"TMC6",NA
"ATG16L1",NA
"PCDHGA7",NA
"ANKRD13B",NA
"TMEM132B",NA
"SRP68",NA
"ALDH3A2",NA
"DDX1",NA
"PTPDC1",NA
"RYK",NA
"BMP7",NA
"TUBB2B",NA
"UFL1",NA
"MCF2",NA
"AP4B1",NA
"RGL1",NA
"ANGPTL2",NA
"TCP1",NA
"GPT",NA
"IL4I1",NA
"TASP1",NA
"HSP90AB1",NA
"KIAA0319",NA
"GNAI2",NA
"NLRP6",NA
"CYP2R1",NA
"MAPK10",NA
"KBTBD12",NA
"ITPRID2",NA
"ALG1",NA
"CLN3",NA
"RADIL",NA
"SKIL",NA
"RALGPS1",NA
"EMILIN1",NA
"NLRP2",NA
"PDXDC1",NA
"ADGRF5",NA
"PHTF2",NA
"SCFD1",NA
"ACTL6A",NA
"SIX2",NA
"JADE1",NA
"VAX1",NA
"RBMX",NA
"EIF3L",NA
"DPY19L3",NA
"NRBP2",NA
"MPP3",NA
"KLHL30",NA
"EVC",NA
"ADCY5",NA
"KCNJ11",NA
"AGXT",NA
"ZBTB38",NA
"ESPNL",NA
"RGL3",NA
"CYP11A1",NA
"KRT12",NA
"CALD1",NA
"PRC1",NA
"LNPEP",NA
"FOXC2",NA
"NPHP1",NA
"DMPK",NA
"PADI2",NA
"TBC1D12",NA
"OAS3",NA
"KYAT1",NA
"GNPAT",NA
"E2F8",NA
"DDX24",NA
"BCL9",NA
"SMAD5",0
"RINT1",NA
"SLU7",NA
"EVI5L",NA
"FOXC1",NA
"PCYT2",NA
"NOTCH1",NA
"RUFY2",NA
"LIPC",NA
"SGCA",NA
"OLFM3",NA
"SUPT20H",NA
"UBN1",NA
"DDHD2",NA
"RGS6",NA
"WWOX",NA
"NT5C1B",NA
"CTTN",NA
"BRAT1",NA
"DSE",NA
"SLC38A10",NA
"LGR4",NA
"PTGS2",NA
"GALNT1",NA
"LRSAM1",NA
"SLC4A2",NA
"MFSD13A",NA
"TRANK1",NA
"JCAD",NA
"VTN",NA
"FAM126B",NA
"YARS",NA
"CPED1",NA
"KRT8",NA
"NOTUM",NA
"IFFO1",NA
"MYRFL",NA
"SSH3",NA
"SHOX2",NA
"HHIPL1",NA
"SUN2",NA
"IMMT",NA
"LIPE",NA
"MELTF",NA
"TAT",NA
"SH3BP2",NA
"SUPV3L1",NA
"SLC27A4",NA
"ARHGAP24",NA
"ALX4",NA
"CPOX",NA
"USP2",NA
"IDH1",NA
"MICALL1",NA
"ENOX1",NA
"ARID5B",NA
"RUFY3",NA
"ENC1",NA
"NPNT",NA
"ZFYVE28",NA
"SLCO2A1",NA
"EPB42",NA
"PICK1",NA
"ACTBL2",NA
"AKAP12",NA
"LMBRD2",NA
"TMC7",NA
"SEZ6L2",NA
"ARHGAP10",NA
"PCDHA3",NA
"SIX6",NA
"MYSM1",NA
"GOLGA2",NA
"GLI1",NA
"SELENOO",NA
"FIGNL1",NA
"F9",NA
"MIGA2",NA
"GNA14",NA
"SYDE2",NA
"ABCG5",NA
"GDF5",NA
"ADGRE1",NA
"DNAJC7",NA
"SPART",NA
"FAM171A1",NA
"GPRASP1",NA
"KLHL32",NA
"RCC1",NA
"SIM2",NA
"SCARB1",NA
"AP5Z1",NA
"SETMAR",NA
"PGM5",NA
"ME3",NA
"GOLIM4",NA
"WASHC5",NA
"IRX6",NA
"KRT15",NA
"NEU1",NA
"ZKSCAN2",NA
"FAM20A",NA
"PIP5K1C",NA
"ARHGEF3",NA
"ANKS6",NA
"RBPJL",NA
"STS",NA
"MBD3",NA
"PRMT5",NA
"STIL",NA
"WNT7A",NA
"GCKR",NA
"TNNT2",NA
"WDR24",NA
"DNAJC16",NA
"KRT75",NA
"TBC1D2",NA
"TM9SF2",NA
"KLHL40",NA
"NLN",NA
"TBC1D2B",NA
"LHX2",NA
"KRT17",NA
"SELP",0
"UTP25",NA
"TBC1D5",NA
"ANAPC1",NA
"SIAE",NA
"GMPPB",NA
"GLDN",NA
"NOS1",NA
"KRT1",NA
"ERMP1",NA
"RUVBL1",NA
"SFMBT1",NA
"MYOCD",NA
"NGEF",NA
"ZNF418",NA
"PRKCSH",NA
"USF2",NA
"TGFBR2",NA
"PCDHGB4",NA
"TYMP",NA
"TALDO1",NA
"GATA5",NA
"ADSSL1",NA
"SOAT2",NA
"TULP2",NA
"EVX2",NA
"CAMK2B",NA
"RPS6KC1",NA
"NAGA",NA
"DOLK",NA
"ZBTB41",NA
"TRIP4",NA
"CERS2",0
"PIGT",NA
"PLK4",NA
"SPRED1",NA
"C8A",NA
"NKX2-1",NA
"SPIDR",NA
"CYP27A1",NA
"SLC22A4",NA
"CCNF",NA
"SART1",NA
"HDAC3",NA
"FGD3",NA
"MIPEP",NA
"TESK2",NA
"PAOX",NA
"CCT2",NA
"LGI2",NA
"HDC",NA
"PHGDH",NA
"ADGRD1",NA
"ACADL",NA
"LHX9",NA
"RIN3",NA
"FCHSD1",NA
"SEPT5",NA
"KCNK4",NA
"RAPSN",NA
"DDOST",NA
"ALDOC",NA
"G3BP2",NA
"TAB3",NA
"EPAS1",NA
"CREB3L3",NA
"PRKG2",NA
"MBTD1",NA
"TIMM44",NA
"TGFB1I1",NA
"ACSF2",NA
"KPNA1",NA
"ALG13",NA
"CCDC93",NA
"SF3A1",NA
"AK5",NA
"GPT2",NA
"ISL2",NA
"TGM5",NA
"RSBN1L",NA
"TCTN2",NA
"TM9SF3",NA
"MPP4",NA
"WDR49",NA
"ABI2",NA
"TMEM151B",NA
"PML",NA
"ACAP3",NA
"SLC26A2",NA
"ALG3",NA
"CRISPLD2",NA
"ACTR10",NA
"KCNH7",NA
"DQX1",0
"SPAG5",NA
"FRK",NA
"BRINP2",NA
"NOX1",NA
"IL16",NA
"SF3A3",NA
"AIRE",NA
"CATSPERG",NA
"CEP162",NA
"SH3PXD2B",NA
"COQ8A",NA
"PDHA1",NA
"TFAP2D",NA
"CCDC136",NA
"KRT5",NA
"TUBA3D",NA
"MMRN1",NA
"SUGP2",NA
"COBL",NA
"TKTL1",NA
"BRINP1",NA
"TUFM",NA
"PSD2",NA
"FAM13B",NA
"KRT83",NA
"TTC7A",0
"VILL",NA
"OSBPL10",NA
"IFFO2",NA
"PAFAH1B1",NA
"GLS2",NA
"KIAA0319L",NA
"HARS",NA
"KAZN",NA
"STRBP",NA
"SOX7",NA
"KAT7",NA
"LIMS2",NA
"MCM10",NA
"APBA1",NA
"HGD",NA
"RPRD2",NA
"WNT4",NA
"FCHSD2",NA
"USP6NL",NA
"SERPINH1",NA
"RANBP10",NA
"SAP130",NA
"SIPA1L3",NA
"KBTBD2",NA
"TPTE",NA
"SNCAIP",NA
"PMFBP1",NA
"KCNJ5",NA
"GALNT4",NA
"KLHL15",NA
"RASEF",NA
"TDRD12",NA
"CAPN14",NA
"GRAMD1A",NA
"KCNG3",NA
"WDR44",NA
"PHC3",NA
"PABPC1",NA
"GJC2",NA
"ACOXL",NA
"LRCH1",NA
"XKR4",NA
"KANSL1L",NA
"ASB2",NA
"KCNJ12",NA
"MATN1",NA
"LRRK1",NA
"DIXDC1",NA
"POMGNT2",NA
"WDR91",NA
"ANAPC5",NA
"BRINP3",NA
"GMDS",NA
"KIAA1107",NA
"NEXMIF",NA
"CC2D1A",NA
"NR1H4",NA
"TTC16",NA
"PES1",NA
"ACSS3",NA
"RECQL4",NA
"CYP4F22",NA
"DNAH7",NA
"EFR3B",NA
"ALPK1",NA
"ALDH9A1",NA
"SNX14",NA
"MEP1B",NA
"RPA1",NA
"ABCG8",NA
"ACADM",NA
"LSG1",NA
"HEXB",NA
"FILIP1L",NA
"CFAP58",NA
"CYP26C1",NA
"PNISR",NA
"CHPF",NA
"PACS2",NA
"NELFB",NA
"XRCC1",NA
"PIGG",NA
"NPEPPS",NA
"HOXD3",NA
"CHRNB1",NA
"CHRNA1",NA
"MCC",NA
"L3MBTL2",NA
"POLR3E",NA
"KIAA0586",NA
"DDX10",NA
"RUVBL2",NA
"COG3",NA
"IRF6",NA
"ZMIZ2",NA
"NBR1",NA
"ATL1",NA
"PIK3R2",NA
"FSTL5",NA
"SEMA4B",NA
"KIF12",NA
"ZRANB1",NA
"TDRD1",NA
"ALDH2",NA
"STON1-GTF2A1L",NA
"SLC7A6",NA
"OTUD4",NA
"MMP2",NA
"OAT",NA
"SYNRG",NA
"PCSK9",NA
"AGBL3",NA
"IQCH",NA
"TRIM36",NA
"RPL4",NA
"FRMD3",NA
"GTPBP4",NA
"PAK1",NA
"ASIC2",NA
"TUBA3E",NA
"PDE1A",NA
"ENGASE",NA
"ENTPD7",NA
"USP44",NA
"PKP2",NA
"KLHL24",NA
"ADGRF3",NA
"USP31",NA
"VIPAS39",NA
"FAM120B",NA
"FIGN",NA
"IFIH1",NA
"LIPG",NA
"KLHL11",NA
"TELO2",0
"NCAPG2",NA
"ZBTB10",NA
"IMPG2",NA
"PSMC1",NA
"CDH11",NA
"WNT10B",NA
"CARD14",NA
"SEPSECS",NA
"MOCOS",NA
"INTS5",NA
"GRK6",NA
"WDR86",NA
"PREP",NA
"R3HDM1",NA
"SLC34A2",NA
"MYRIP",NA
"UBASH3B",NA
"MMP9",NA
"SRP72",NA
"ERAP1",NA
"KLHL13",NA
"BAHD1",NA
"DNAAF5",NA
"PALD1",NA
"USP37",NA
"SDAD1",NA
"OFD1",NA
"GNA13",NA
"KIF2A",NA
"ANGEL1",NA
"NPAS3",NA
"SCAI",NA
"GRN",NA
"LINGO1",NA
"ASH2L",NA
"IDH2",NA
"RSPRY1",NA
"PCDHA13",NA
"AMER1",NA
"PRPF4",NA
"SYT7",NA
"MCM9",NA
"WDR70",NA
"SOX8",NA
"MTRR",NA
"IKBKE",NA
"CDK16",NA
"GNAZ",NA
"PLCD3",NA
"ERICH3",NA
"CCDC146",NA
"KLC4",NA
"UROD",NA
"PDZRN3",NA
"MYO6",NA
"KRT14",NA
"STOX2",NA
"FEM1A",NA
"PHF20",NA
"SMC3",NA
"WDR72",NA
"LIMA1",NA
"SLC9A1",NA
"SLC7A9",NA
"FGGY",NA
"CHDH",NA
"WSCD1",NA
"DLGAP3",NA
"CLK3",NA
"SLCO5A1",NA
"TXNRD1",NA
"RASGRP1",NA
"WNT3",NA
"COG1",NA
"NOD1",NA
"NR1D2",NA
"ZNF268",NA
"SLC14A2",NA
"BSCL2",NA
"CCDC158",NA
"HS6ST2",NA
"GLS",NA
"PYGM",NA
"SLCO2B1",NA
"KLHL9",NA
"HTR3A",NA
"NOC2L",NA
"ARMC8",NA
"MAP3K7",NA
"WASL",NA
"THAP4",NA
"DARS",NA
"EBF3",1
"TPH1",NA
"PCDHGC5",NA
"RPS6KA5",NA
"PCDHGB2",NA
"EFHC1",NA
"DCBLD2",NA
"GNS",NA
"GABRA5",NA
"GABRG3",NA
"TFAP2E",NA
"ARHGAP12",NA
"ISYNA1",NA
"USP21",NA
"PRKN",NA
"VPS4B",NA
"USP43",NA
"MAT1A",NA
"CHRNA3",NA
"PPP2R3A",NA
"SCARF2",NA
"KATNB1",NA
"ZNF423",NA
"PIBF1",NA
"VPS54",NA
"TSR1",NA
"ARHGEF19",NA
"CDKL5",NA
"SHMT2",0
"P3H2",NA
"CCDC57",NA
"SLC3A2",NA
"DAG1",NA
"HMBS",NA
"PPP1R21",NA
"F7",NA
"MCM7",NA
"FECH",NA
"C9orf84",NA
"ALDOA",NA
"GNL2",NA
"HIF1A",NA
"KLC3",NA
"KCNJ8",NA
"BCAR3",0
"PKN1",NA
"SCARF1",NA
"PCDH18",NA
"BNC2",NA
"PCDHGA3",NA
"AHR",NA
"NCKAP5L",NA
"ITGBL1",NA
"KLKB1",NA
"EEF2K",NA
"GNAQ",NA
"MFSD2A",NA
"DBH",NA
"UBA7",NA
"WBSCR16",NA
"TRMT1",NA
"KRT85",0
"DNAI1",NA
"RNF216",NA
"APBB2",NA
"ANKRD36",NA
"PATL1",NA
"PRKAR1A",NA
"TCOF1",NA
"ST7",NA
"AKNA",NA
"DAGLA",NA
"SUPT6H",NA
"INTS8",NA
"AIFM1",NA
"GNA11",NA
"PPARA",NA
"LONRF1",NA
"ZNF831",NA
"EDAR",NA
"MGAT1",NA
"HSPH1",NA
"TTLL6",NA
"BICC1",NA
"POLL",NA
"TSGA10",NA
"TDRD5",NA
"KIAA1211",NA
"ESRP1",NA
"JAKMIP2",NA
"RCBTB2",NA
"DLL3",NA
"FAM184B",NA
"CACNA1C",NA
"CACNB3",NA
"AMOT",NA
"SLC11A2",NA
"LRRFIP1",NA
"GLE1",NA
"MED1",NA
"GALNT6",NA
"METTL13",NA
"DZIP3",NA
"COQ8B",NA
"HBP1",NA
"HPS5",NA
"ICA1",NA
"ALS2CL",NA
"ANKRD30B",NA
"PCDHA11",NA
"AAK1",NA
"TPM3",NA
"AKAP9",NA
"RNGTT",NA
"ADAM17",NA
"MFAP1",NA
"SECISBP2",NA
"LGR6",NA
"TLE2",NA
"SRRT",NA
"ATF7IP",NA
"MEI1",NA
"NFKB1",NA
"AACS",NA
"ABHD16A",NA
"GSN",NA
"NLRP5",NA
"PGR",NA
"FKBP9",NA
"KLHL22",NA
"SNX27",NA
"FRMD6",NA
"TBCK",NA
"ATG9A",NA
"LEPR",NA
"SNW1",NA
"MAP2K2",NA
"NRG2",NA
"PCDHGA5",NA
"FOXRED1",NA
"INPP4B",NA
"HELQ",NA
"DPP10",NA
"COL8A1",NA
"CDH15",NA
"RAPGEF5",NA
"FAH",NA
"RFX2",NA
"MARK4",NA
"SLC7A3",NA
"SYNPO2",NA
"IDS",NA
"MAP4K2",NA
"PLEKHG4B",NA
"PROS1",NA
"FGR",NA
"CCDC186",NA
"KLHL31",NA
"NSUN2",NA
"CD22",NA
"DDX21",NA
"DDX31",NA
"SLC44A2",NA
"RNF6",NA
"TLE1",NA
"TFR2",NA
"CCT4",NA
"YES1",NA
"VWA3A",NA
"WDR63",NA
"LGI3",NA
"FBXL19",NA
"GMPPA",NA
"BMPR1B",NA
"SEC63",NA
"PHTF1",NA
"RTL1",NA
"ACSS1",NA
"ODF2",NA
"KCNV1",NA
"ACVR1C",NA
"SLC6A15",NA
"SFPQ",NA
"XPC",NA
"SEMA3E",NA
"CIC",NA
"PCDHGA2",NA
"MARVELD3",NA
"PFKFB4",NA
"OLFM2",NA
"HSP90AA1",NA
"SLC22A23",NA
"HEXDC",NA
"KCTD3",NA
"HERC6",NA
"DNAI2",NA
"PRPF40B",NA
"CLOCK",NA
"PORCN",NA
"CDH9",NA
"ACOT11",NA
"LHX6",NA
"MECOM",NA
"HTRA1",NA
"PCDHAC2",NA
"STARD8",NA
"RARS",NA
"GMPS",NA
"LIG4",NA
"N4BP2",NA
"FBXW11",NA
"PLEKHA4",NA
"MOCS1",NA
"TTI1",NA
"FAM120A",NA
"LAMB2",NA
"TP53",NA
"LGI4",NA
"GMIP",NA
"SOX10",NA
